"","Datum","Warengruppe","Umsatz","Wochentag","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode"
"325",2014-05-29,"Brot",85.879848415963,"Dienstag",NA,4,12.7,14,NA
"326",2014-05-30,"Brot",187.239006431102,"Mittwoch",NA,0,17.9625,13,NA
"327",2014-05-31,"Brot",171.347524831197,"Samstag",NA,3,15.9125,15,NA
"328",2014-06-01,"Brot",93.4027092149433,"Sonntag",NA,7,13.825,6,21
"329",2014-06-02,"Brot",199.723160641356,"Freitag",NA,0,17.625,9,NA
"330",2014-06-03,"Brot",142.538025704362,"Montag",NA,1,20,9,NA
"331",2014-06-04,"Brot",137.397470737802,"Donnerstag",NA,1,21.4875,14,NA
"332",2014-06-05,"Brot",194.604241155943,"Dienstag",NA,5,15.0375,18,65
"333",2014-06-06,"Brot",181.64230467912,"Mittwoch",NA,3,19.3125,12,NA
"334",2014-06-07,"Brot",199.282826637538,"Samstag",NA,0,17.9625,8,NA
"335",2014-06-08,"Brot",116.13410257794,"Sonntag",NA,6,22.1,12,21
"336",2014-06-09,"Brot",110.83826883308,"Freitag",NA,0,20.6625,10,NA
"337",2014-06-10,"Brot",183.918754774297,"Montag",NA,1,25.7875,9,NA
"338",2014-06-11,"Brot",149.446544671322,"Donnerstag",NA,7,20.5,8,61
"339",2014-06-12,"Brot",139.828728810289,"Dienstag",NA,4,19.55,12,NA
"340",2014-06-13,"Brot",181.076990157327,"Mittwoch",NA,7,17.45,18,21
"341",2014-06-14,"Brot",198.692957520375,"Samstag",NA,1,18.9125,13,NA
"342",2014-06-15,"Brot",54.0249702204705,"Sonntag",NA,0,19.275,8,NA
"343",2014-06-16,"Brot",162.607017592405,"Freitag",NA,6,18.3125,10,0
"344",2014-06-17,"Brot",124.562218396083,"Montag",NA,1,20.375,7,NA
"345",2014-06-18,"Brot",137.865777862035,"Donnerstag",NA,3,19.3,13,NA
"346",2014-06-19,"Brot",129.894799169399,"Dienstag",NA,7,15.2875,19,21
"347",2014-06-20,"Brot",175.728748384125,"Mittwoch",NA,7,15.9875,16,NA
"348",2014-06-21,"Brot",162.410672754329,"Samstag",1,6,15.5125,18,61
"349",2014-06-22,"Brot",99.6276132843513,"Sonntag",1,5,15.7,19,NA
"350",2014-06-23,"Brot",130.997404965594,"Freitag",1,4,16.5,17,NA
"351",2014-06-24,"Brot",119.068455962972,"Montag",1,7,14.3625,7,21
"352",2014-06-25,"Brot",114.248639971521,"Donnerstag",1,0,18.4375,10,NA
"353",2014-06-26,"Brot",139.644833904018,"Dienstag",1,6,17.575,8,63
"354",2014-06-27,"Brot",149.199619823898,"Mittwoch",1,4,20.1625,7,95
"355",2014-06-28,"Brot",234.368963456298,"Samstag",1,6,16.9625,6,95
"356",2014-06-29,"Brot",99.024824945212,"Sonntag",1,7,17.3125,8,61
"357",2014-06-30,"Brot",171.873065791742,"Freitag",NA,3,18.3375,12,NA
"358",2014-07-01,"Brot",79.4657766414776,"Montag",NA,6,15.6875,14,61
"359",2014-07-02,"Brot",130.353573545155,"Donnerstag",NA,6,17.1125,15,NA
"360",2014-07-03,"Brot",158.210589058586,"Dienstag",NA,7,20.4,9,NA
"361",2014-07-04,"Brot",112.903849016111,"Mittwoch",NA,0,26.9375,10,NA
"362",2014-07-05,"Brot",150.979319145129,"Samstag",NA,6,24.5875,10,65
"363",2014-07-06,"Brot",84.8042447667398,"Sonntag",NA,5,25.2375,6,NA
"364",2014-07-07,"Brot",142.241358541915,"Freitag",NA,5,20.8,10,NA
"365",2014-07-08,"Brot",109.606492090567,"Montag",NA,7,19.6,15,63
"366",2014-07-09,"Brot",116.752191041734,"Donnerstag",NA,0,24.65,24,5
"367",2014-07-10,"Brot",132.724706258412,"Dienstag",NA,0,24.757142,18,0
"368",2014-07-11,"Brot",180.711513583786,"Mittwoch",NA,1,22.9375,18,NA
"369",2014-07-12,"Brot",142.331090508761,"Samstag",NA,0,20.375,12,NA
"370",2014-07-13,"Brot",80.4531140833734,"Sonntag",NA,7,18.6,10,61
"371",2014-07-14,"Brot",153.698550894933,"Freitag",NA,7,19.45,15,63
"372",2014-07-15,"Brot",157.385041577792,"Montag",NA,6,22.2625,9,NA
"373",2014-07-16,"Brot",158.680478444563,"Donnerstag",NA,6,19.4125,7,NA
"374",2014-07-17,"Brot",160.5229296933,"Dienstag",NA,4,22.7625,7,NA
"375",2014-07-18,"Brot",119.811042532772,"Mittwoch",NA,1,26.05,10,NA
"376",2014-07-19,"Brot",144.785544515647,"Samstag",NA,0,28.0625,13,NA
"377",2014-07-20,"Brot",111.990298336233,"Sonntag",NA,3,24.3125,15,NA
"378",2014-07-21,"Brot",137.703002341753,"Freitag",NA,0,23.4875,19,5
"379",2014-07-22,"Brot",152.134170467115,"Montag",NA,0,24.9875,14,NA
"380",2014-07-23,"Brot",144.39193026197,"Donnerstag",NA,0,25,14,NA
"381",2014-07-24,"Brot",163.309889093623,"Dienstag",NA,0,24.8375,11,NA
"382",2014-07-25,"Brot",145.131799090901,"Mittwoch",NA,0,26.325,18,NA
"383",2014-07-26,"Brot",171.321523510186,"Samstag",NA,6,22.375,10,21
"384",2014-07-27,"Brot",90.1816334935297,"Sonntag",NA,3,25.55,12,21
"385",2014-07-28,"Brot",157.813837411395,"Freitag",NA,0,24.7625,7,NA
"386",2014-07-29,"Brot",144.455051194281,"Montag",NA,0,25.35,10,NA
"387",2014-07-30,"Brot",137.868369774792,"Donnerstag",NA,6,22.925,12,NA
"388",2014-07-31,"Brot",174.333709830106,"Dienstag",NA,3,22.4375,12,21
"389",2014-08-01,"Brot",153.966193788182,"Mittwoch",NA,1,26.725,8,NA
"390",2014-08-02,"Brot",189.444073316264,"Samstag",NA,2,26.0875,12,NA
"391",2014-08-03,"Brot",75.380692980006,"Sonntag",NA,5,23.0875,9,63
"392",2014-08-04,"Brot",190.631341627449,"Freitag",NA,6,22.5125,8,NA
"393",2014-08-05,"Brot",158.481203915988,"Montag",NA,5,23.0875,10,NA
"394",2014-08-06,"Brot",140.003286627353,"Donnerstag",NA,0,22.825,10,NA
"395",2014-08-07,"Brot",172.493580385229,"Dienstag",NA,7,20.3125,6,61
"396",2014-08-08,"Brot",194.226703064487,"Mittwoch",NA,3,22.725,8,NA
"397",2014-08-09,"Brot",216.790146013299,"Samstag",NA,6,20.1,17,61
"398",2014-08-10,"Brot",98.5919510239083,"Sonntag",NA,6,23.1,12,NA
"399",2014-08-11,"Brot",186.843287518034,"Freitag",NA,4,20.075,13,21
"400",2014-08-12,"Brot",155.633056469153,"Montag",NA,5,16.9125,12,95
"401",2014-08-13,"Brot",129.960879412869,"Donnerstag",NA,2,20.9375,10,NA
"402",2014-08-14,"Brot",162.312059256018,"Dienstag",NA,7,18.05,10,65
"403",2014-08-15,"Brot",232.668688554884,"Mittwoch",NA,6,18.3625,8,61
"404",2014-08-16,"Brot",229.321098599377,"Samstag",NA,6,17.2,15,61
"405",2014-08-18,"Brot",204.943578961263,"Freitag",NA,6,15.2,15,61
"406",2014-08-19,"Brot",157.516513226105,"Montag",NA,6,14.0875,12,61
"407",2014-08-20,"Brot",175.194857952978,"Donnerstag",NA,5,15.675,17,21
"408",2014-08-21,"Brot",177.59614021373,"Dienstag",NA,5,16.2625,11,21
"409",2014-08-22,"Brot",196.422158119718,"Mittwoch",NA,7,16.325,12,61
"410",2014-08-23,"Brot",226.633053661476,"Samstag",NA,4,15.9875,11,21
"411",2014-08-24,"Brot",151.925968486667,"Sonntag",NA,3,16.3125,20,21
"412",2014-08-25,"Brot",202.245341655226,"Freitag",NA,5,14.7875,13,65
"413",2014-08-26,"Brot",143.842260185182,"Montag",NA,3,17.325,7,NA
"414",2014-08-27,"Brot",141.124540763453,"Donnerstag",NA,1,19.875,9,NA
"415",2014-08-28,"Brot",147.59794847913,"Dienstag",NA,0,19.75,9,0
"416",2014-08-29,"Brot",119.001507763099,"Mittwoch",NA,5,19.125,12,63
"417",2014-08-30,"Brot",162.81504486744,"Samstag",NA,7,17.75,9,61
"418",2014-08-31,"Brot",136.994199378168,"Sonntag",NA,7,16.375,8,21
"419",2014-09-01,"Brot",192.583927536972,"Freitag",NA,7,17.875,12,61
"420",2014-09-02,"Brot",93.4032112729648,"Montag",NA,2,18.375,13,NA
"421",2014-09-03,"Brot",128.100882145258,"Donnerstag",NA,2,18.75,13,NA
"422",2014-09-04,"Brot",118.732274802375,"Dienstag",NA,0,20,15,NA
"423",2014-09-05,"Brot",168.798990410438,"Mittwoch",NA,2,21.375,10,NA
"424",2014-09-06,"Brot",165.47761720592,"Samstag",NA,2,24,5,NA
"425",2014-09-07,"Brot",48.9648440975496,"Sonntag",NA,5,20,6,21
"426",2014-09-08,"Brot",177.361261107402,"Freitag",NA,4,17.375,12,21
"427",2014-09-09,"Brot",128.017374563252,"Montag",NA,6,17.125,16,63
"428",2014-09-10,"Brot",173.546299647139,"Donnerstag",NA,2,18.625,12,NA
"429",2014-09-11,"Brot",165.169051552497,"Dienstag",NA,4,17.375,13,NA
"430",2014-09-12,"Brot",130.3659563908,"Mittwoch",NA,1,18.25,11,NA
"431",2014-09-13,"Brot",152.497010928097,"Samstag",NA,7,17,12,NA
"432",2014-09-14,"Brot",60.5960658536456,"Sonntag",NA,7,17.625,14,61
"433",2014-09-15,"Brot",154.556691403417,"Freitag",NA,2,19.75,13,NA
"434",2014-09-16,"Brot",106.657464651771,"Montag",NA,0,20.125,13,NA
"435",2014-09-17,"Brot",140.230426469916,"Donnerstag",NA,1,19.875,18,NA
"436",2014-09-18,"Brot",168.767383241785,"Dienstag",NA,0,20.5,13,NA
"437",2014-09-19,"Brot",140.144453118865,"Mittwoch",NA,0,20.75,9,5
"438",2014-09-20,"Brot",197.959086294477,"Samstag",NA,3,19.375,7,10
"439",2014-09-21,"Brot",80.5859142164798,"Sonntag",NA,4,17,15,21
"440",2014-09-22,"Brot",134.865103794751,"Freitag",NA,6,13,17,21
"441",2014-09-23,"Brot",140.774695330895,"Montag",NA,4,14.75,6,NA
"442",2014-09-24,"Brot",108.711123767423,"Donnerstag",NA,7,15.375,10,63
"443",2014-09-25,"Brot",108.067086651751,"Dienstag",NA,7,14.5,17,61
"444",2014-09-26,"Brot",117.377429960871,"Mittwoch",NA,7,16.75,13,61
"445",2014-09-27,"Brot",139.171163845637,"Samstag",NA,2,16.375,14,NA
"446",2014-09-28,"Brot",60.4829614839036,"Sonntag",NA,4,18.5,7,NA
"447",2014-09-29,"Brot",146.640779180328,"Freitag",NA,6,18.125,6,NA
"448",2014-09-30,"Brot",125.317010604255,"Montag",NA,7,16.5,5,61
"449",2014-10-01,"Brot",159.473253138624,"Donnerstag",NA,6,17.75,6,10
"450",2014-10-02,"Brot",183.411275500045,"Dienstag",NA,6,18,6,NA
"451",2014-10-03,"Brot",62.591191559266,"Mittwoch",NA,3,20,6,10
"452",2014-10-04,"Brot",194.365187583031,"Samstag",NA,0,18.5,8,5
"453",2014-10-05,"Brot",82.1342445154272,"Sonntag",NA,1,16.25,7,NA
"454",2014-10-06,"Brot",178.335670094664,"Freitag",NA,2,15.75,15,10
"455",2014-10-07,"Brot",141.858863346968,"Montag",NA,7,13,10,65
"456",2014-10-08,"Brot",134.873921318631,"Donnerstag",NA,6,14.125,10,61
"457",2014-10-09,"Brot",134.324856819578,"Dienstag",NA,5,17.875,10,NA
"458",2014-10-10,"Brot",132.317020180874,"Mittwoch",NA,4,16.375,10,NA
"459",2014-10-11,"Brot",181.071063711796,"Samstag",NA,3,17,5,NA
"460",2014-10-12,"Brot",97.9850226394533,"Sonntag",NA,5,15.125,7,20
"461",2014-10-13,"Brot",129.878383258938,"Freitag",NA,7,12.625,12,63
"462",2014-10-14,"Brot",175.011253800233,"Montag",NA,6,14,5,61
"463",2014-10-15,"Brot",206.8382090708,"Donnerstag",NA,7,13.875,6,21
"464",2014-10-16,"Brot",147.570549356915,"Dienstag",NA,7,13.5,6,61
"465",2014-10-17,"Brot",144.357853437456,"Mittwoch",NA,7,14.375,10,65
"466",2014-10-18,"Brot",158.152130377889,"Samstag",NA,7,15.25,7,21
"467",2014-10-19,"Brot",58.8534096103563,"Sonntag",NA,7,17.375,13,95
"468",2014-10-20,"Brot",158.382558902343,"Freitag",NA,6,14.625,18,61
"469",2014-10-21,"Brot",125.363981222897,"Montag",NA,7,12.5,9,63
"470",2014-10-22,"Brot",127.765051280508,"Donnerstag",NA,6,13,12,0
"471",2014-10-23,"Brot",144.21773201944,"Dienstag",NA,6,13.125,7,0
"472",2014-10-24,"Brot",203.173639154115,"Mittwoch",NA,7,13.5,9,NA
"473",2014-10-25,"Brot",191.425316581712,"Samstag",NA,7,12.125,7,61
"474",2014-10-26,"Brot",116.487886781866,"Sonntag",NA,5,12.75,9,0
"475",2014-10-27,"Brot",121.416970836256,"Freitag",NA,2,14.5,9,NA
"476",2014-10-28,"Brot",136.094268676769,"Montag",NA,0,13.875,8,NA
"477",2014-10-29,"Brot",103.569554336818,"Donnerstag",NA,7,8.375,7,20
"478",2014-10-30,"Brot",122.18216764664,"Dienstag",NA,2,10.625,5,10
"479",2014-10-31,"Brot",132.486279254048,"Mittwoch",NA,8,12.875,5,10
"480",2014-11-01,"Brot",142.507059241702,"Samstag",NA,2,16.5,8,0
"481",2014-11-02,"Brot",99.288586999622,"Sonntag",NA,3,15.375,10,21
"482",2014-11-03,"Brot",137.822879577546,"Freitag",NA,4,13.75,12,0
"483",2014-11-04,"Brot",103.123747563607,"Montag",NA,7,11.625,8,61
"484",2014-11-05,"Brot",113.078967477055,"Donnerstag",NA,7,9.5,11,61
"485",2014-11-06,"Brot",138.399464430445,"Dienstag",NA,5,8.875,10,0
"486",2014-11-07,"Brot",125.3258349714,"Mittwoch",NA,0,8.625,9,10
"487",2014-11-08,"Brot",165.663474985222,"Samstag",NA,6,10.25,8,NA
"488",2014-11-09,"Brot",118.446930009839,"Sonntag",NA,3,10.625,8,NA
"489",2014-11-10,"Brot",132.450933802593,"Freitag",NA,6,8.75,7,61
"490",2014-11-11,"Brot",122.885078853966,"Montag",NA,2,8.625,7,10
"491",2014-11-12,"Brot",95.3481999188746,"Donnerstag",NA,7,9.75,10,10
"492",2014-11-13,"Brot",143.750350209673,"Dienstag",NA,7,10.75,4,28
"493",2014-11-14,"Brot",133.77429991274,"Mittwoch",NA,7,10.75,10,10
"494",2014-11-15,"Brot",157.956829595601,"Samstag",NA,8,9.25,14,10
"495",2014-11-16,"Brot",69.2794517983636,"Sonntag",NA,7,8,14,61
"496",2014-11-17,"Brot",138.752246637463,"Freitag",NA,7,9.625,7,10
"497",2014-11-18,"Brot",134.68843263499,"Montag",NA,7,8.875,13,61
"498",2014-11-19,"Brot",131.262024072649,"Donnerstag",NA,7,8.5,11,61
"499",2014-11-20,"Brot",131.314789763352,"Dienstag",NA,5,6.125,7,0
"500",2014-11-21,"Brot",142.895603194534,"Mittwoch",NA,6,6.5,5,61
"501",2014-11-22,"Brot",92.6616360079896,"Samstag",NA,7,5.75,9,61
"502",2014-11-23,"Brot",88.8532704507342,"Sonntag",NA,6,6.75,7,21
"503",2014-11-24,"Brot",135.495058395216,"Freitag",NA,3,9.375,10,0
"504",2014-11-25,"Brot",125.776456029191,"Montag",NA,0,6.875,4,0
"505",2014-11-26,"Brot",98.5421347532514,"Donnerstag",NA,3,5.625,8,NA
"506",2014-11-27,"Brot",114.36674051771,"Dienstag",NA,0,4.5,10,10
"507",2014-11-28,"Brot",125.770265298128,"Mittwoch",NA,6,1.625,16,10
"508",2014-11-29,"Brot",143.276224653699,"Samstag",NA,8,1,10,5
"509",2014-11-30,"Brot",70.5238191319592,"Sonntag",NA,8,0,11,10
"510",2014-12-01,"Brot",128.454115308343,"Freitag",NA,7,-2,13,10
"511",2014-12-02,"Brot",154.242632883405,"Montag",NA,8,-3,7,10
"512",2014-12-03,"Brot",133.99080245511,"Donnerstag",NA,7,0.625,10,10
"513",2014-12-04,"Brot",124.167763102648,"Dienstag",NA,8,3.75,9,61
"514",2014-12-05,"Brot",83.5104305885102,"Mittwoch",NA,7,2,7,61
"515",2014-12-06,"Brot",127.894073901772,"Samstag",NA,2,5.75,7,10
"516",2014-12-07,"Brot",75.5129227390682,"Sonntag",NA,7,4.875,12,61
"517",2014-12-08,"Brot",102.678761832615,"Freitag",NA,7,3.25,8,61
"518",2014-12-09,"Brot",110.476546068652,"Montag",NA,8,2.125,9,45
"519",2014-12-10,"Brot",99.9187171842705,"Donnerstag",NA,5,4.875,13,61
"520",2014-12-11,"Brot",109.754570057738,"Dienstag",NA,7,4,12,95
"521",2014-12-12,"Brot",109.142671748118,"Mittwoch",NA,7,7.25,18,61
"522",2014-12-13,"Brot",124.956684401136,"Samstag",NA,5,4.75,10,61
"523",2014-12-14,"Brot",102.80557310108,"Sonntag",NA,4,3.5,9,10
"524",2014-12-15,"Brot",96.3136936339829,"Freitag",NA,7,4.75,11,61
"525",2014-12-16,"Brot",97.7685842370004,"Montag",NA,8,4.625,12,61
"526",2014-12-17,"Brot",102.856835442046,"Donnerstag",NA,7,3.625,10,61
"527",2014-12-18,"Brot",112.769700687238,"Dienstag",NA,7,10,11,61
"528",2014-12-19,"Brot",100.434605432296,"Mittwoch",NA,5,8.125,15,61
"529",2014-12-20,"Brot",92.9765497836537,"Samstag",NA,6,5.375,24,21
"530",2014-12-21,"Brot",74.1776353738615,"Sonntag",NA,6,6.625,14,21
"531",2014-12-22,"Brot",166.062608421996,"Freitag",NA,7,9.75,21,63
"532",2014-12-23,"Brot",184.21718934313,"Montag",NA,7,9.125,19,61
"533",2014-12-24,"Brot",289.724706873301,"Donnerstag",NA,5,7.75,21,61
"534",2014-12-27,"Brot",133.160219555693,"Samstag",NA,3,-0.25,8,NA
"535",2014-12-28,"Brot",65.5011765409885,"Sonntag",NA,1,-0.5,7,0
"536",2014-12-29,"Brot",159.353174871792,"Freitag",NA,5,0.75,10,0
"537",2014-12-30,"Brot",171.900364677079,"Montag",NA,7,5.25,9,21
"538",2014-12-31,"Brot",253.25502096677,"Donnerstag",NA,6,7.375,11,61
"539",2015-01-02,"Brot",171.436480362582,"Mittwoch",NA,6,7.75,24,61
"540",2015-01-03,"Brot",146.725466464595,"Samstag",NA,7,4.875,25,69
"541",2015-01-04,"Brot",69.2618750164446,"Sonntag",NA,0,4.75,15,NA
"542",2015-01-05,"Brot",159.498680849924,"Freitag",NA,8,5.875,8,20
"543",2015-01-06,"Brot",116.621821467299,"Montag",NA,8,3.625,8,10
"544",2015-01-07,"Brot",116.046870294295,"Donnerstag",NA,6,5.75,10,61
"545",2015-01-08,"Brot",88.9219763738156,"Dienstag",NA,8,6.375,9,61
"546",2015-01-09,"Brot",89.5158553261206,"Mittwoch",NA,6,7.5,25,63
"547",2015-01-10,"Brot",67.954839483437,"Samstag",NA,6,10,28,61
"548",2015-01-11,"Brot",102.503556455298,"Sonntag",NA,5,4.25,23,61
"549",2015-01-12,"Brot",122.717043089708,"Freitag",NA,7,7.5,19,61
"550",2015-01-13,"Brot",86.441812930424,"Montag",NA,7,7.75,14,61
"551",2015-01-14,"Brot",72.7918398175921,"Donnerstag",NA,6,3.125,16,71
"552",2015-01-15,"Brot",93.7671799134285,"Dienstag",NA,7,6.75,14,61
"553",2015-01-16,"Brot",131.913950068001,"Mittwoch",NA,6,6.75,13,0
"554",2015-01-17,"Brot",115.086208812258,"Samstag",NA,1,4.25,12,21
"555",2015-01-18,"Brot",47.8910511689248,"Sonntag",NA,8,2,9,61
"556",2015-01-19,"Brot",138.935449172918,"Freitag",NA,7,1,5,71
"557",2015-01-20,"Brot",116.932538278351,"Montag",NA,7,-0.375,4,77
"558",2015-01-21,"Brot",90.1034587863099,"Donnerstag",NA,8,-1.125,4,10
"559",2015-01-22,"Brot",135.950512983467,"Dienstag",NA,7,-1.375,3,49
"560",2015-01-23,"Brot",130.976061288992,"Mittwoch",NA,8,-1.25,5,20
"561",2015-01-24,"Brot",140.03186322028,"Samstag",NA,7,-0.5,10,71
"562",2015-01-25,"Brot",94.493388512183,"Sonntag",NA,6,2.875,6,NA
"563",2015-01-26,"Brot",150.51678717379,"Freitag",NA,7,3.375,10,61
"564",2015-01-27,"Brot",141.518792699705,"Montag",NA,2,4.875,13,NA
"565",2015-01-28,"Brot",124.273404481234,"Donnerstag",NA,7,4.875,17,61
"566",2015-01-29,"Brot",129.932530553471,"Dienstag",NA,7,1.5,12,75
"567",2015-01-30,"Brot",100.75421525386,"Mittwoch",NA,7,1.125,6,NA
"568",2015-01-31,"Brot",129.039421255357,"Samstag",NA,7,-2.375,7,49
"569",2015-02-01,"Brot",92.189837282486,"Sonntag",NA,7,-0.25,9,75
"570",2015-02-02,"Brot",159.254353701805,"Freitag",NA,6,1,10,22
"571",2015-02-03,"Brot",112.095171542871,"Montag",NA,7,-1,10,77
"572",2015-02-04,"Brot",111.66941350432,"Donnerstag",NA,6,-1.875,9,0
"573",2015-02-05,"Brot",133.827962608871,"Dienstag",NA,5,0.75,10,22
"574",2015-02-06,"Brot",136.337106368056,"Mittwoch",NA,2,-0.5,6,22
"575",2015-02-07,"Brot",130.642229801113,"Samstag",NA,7,4.125,18,20
"576",2015-02-08,"Brot",62.750062992056,"Sonntag",NA,1,3.375,14,NA
"577",2015-02-09,"Brot",112.747460478504,"Freitag",NA,7,6.875,13,61
"578",2015-02-10,"Brot",94.7581535487495,"Montag",NA,7,7.625,11,NA
"579",2015-02-11,"Brot",94.7022920091949,"Donnerstag",NA,8,4,5,NA
"580",2015-02-12,"Brot",99.5801689919554,"Dienstag",NA,8,2,4,10
"581",2015-02-13,"Brot",91.3547288868634,"Mittwoch",NA,8,1.25,6,10
"582",2015-02-14,"Brot",62.2346006049711,"Samstag",NA,7,1.625,9,28
"583",2015-02-15,"Brot",96.7929953706798,"Sonntag",NA,7,3.125,16,10
"584",2015-02-16,"Brot",118.255475071685,"Freitag",NA,8,2,9,10
"585",2015-02-17,"Brot",118.509639861913,"Montag",NA,6,1.125,7,45
"586",2015-02-18,"Brot",123.267817249283,"Donnerstag",NA,3,5.5,12,10
"587",2015-02-19,"Brot",123.69090336092,"Dienstag",NA,0,6.25,13,5
"588",2015-02-20,"Brot",117.287703917599,"Mittwoch",NA,8,3.875,11,71
"589",2015-02-21,"Brot",107.174143505865,"Samstag",NA,7,3.875,16,61
"590",2015-02-22,"Brot",70.4631468349699,"Sonntag",NA,5,5.25,13,0
"591",2015-02-23,"Brot",66.8925102653853,"Freitag",NA,7,4.5,12,61
"592",2015-02-24,"Brot",105.730056008902,"Montag",NA,7,5.625,12,61
"593",2015-02-25,"Brot",81.6177684403834,"Donnerstag",NA,5,5.875,10,NA
"594",2015-02-26,"Brot",104.017958777385,"Dienstag",NA,5,6.625,10,0
"595",2015-02-27,"Brot",101.514216092369,"Mittwoch",NA,7,4.5,9,61
"596",2015-02-28,"Brot",99.5688944630867,"Samstag",NA,3,5.625,10,0
"597",2015-03-01,"Brot",45.7343245346269,"Sonntag",NA,7,6.75,15,61
"598",2015-03-02,"Brot",104.963808490064,"Freitag",NA,6,5.125,23,61
"599",2015-03-03,"Brot",96.3163361056603,"Montag",NA,6,5,14,61
"600",2015-03-04,"Brot",76.5028628068188,"Donnerstag",NA,6,5,18,61
"601",2015-03-05,"Brot",115.664704258596,"Dienstag",NA,7,6.625,14,NA
"602",2015-03-06,"Brot",100.668607215573,"Mittwoch",NA,7,8.125,12,20
"603",2015-03-07,"Brot",106.704697425172,"Samstag",NA,7,10.125,13,0
"604",2015-03-08,"Brot",80.654299664346,"Sonntag",NA,0,14,12,NA
"605",2015-03-09,"Brot",145.517595242024,"Freitag",NA,4,8.375,6,NA
"606",2015-03-10,"Brot",120.053548888447,"Montag",NA,3,9.5,13,10
"607",2015-03-11,"Brot",77.5925278766144,"Donnerstag",NA,0,9.125,12,NA
"608",2015-03-12,"Brot",123.321210172569,"Dienstag",NA,0,7.125,10,0
"609",2015-03-13,"Brot",104.09727840711,"Mittwoch",NA,6,4.875,15,NA
"610",2015-03-14,"Brot",98.2811856068814,"Samstag",NA,7,5.125,15,NA
"611",2015-03-15,"Brot",56.9672232806217,"Sonntag",NA,7,5.75,13,21
"612",2015-03-16,"Brot",136.698666060069,"Freitag",NA,2,8.625,13,10
"613",2015-03-17,"Brot",136.644449549369,"Montag",NA,1,10.75,11,5
"614",2015-03-18,"Brot",117.213496435657,"Donnerstag",NA,4,10.625,8,NA
"615",2015-03-19,"Brot",121.351949525045,"Dienstag",NA,0,10.375,9,0
"616",2015-03-20,"Brot",125.078492851656,"Mittwoch",NA,7,5,9,45
"617",2015-03-21,"Brot",113.449213775737,"Samstag",NA,7,4.5,21,61
"618",2015-03-22,"Brot",71.5711481513957,"Sonntag",NA,0,4.375,8,NA
"619",2015-03-23,"Brot",129.186723027161,"Freitag",NA,0,7.75,12,NA
"620",2015-03-24,"Brot",114.539801718388,"Montag",NA,6,7.875,6,0
"621",2015-03-25,"Brot",85.7675699240561,"Donnerstag",NA,6,7.875,14,5
"622",2015-03-26,"Brot",126.909561618178,"Dienstag",NA,7,7.125,9,0
"623",2015-03-27,"Brot",113.205121341153,"Mittwoch",NA,7,7,7,61
"624",2015-03-28,"Brot",177.270608855771,"Samstag",NA,7,8.5,10,NA
"625",2015-03-29,"Brot",56.8890738313162,"Sonntag",NA,7,8.25,12,61
"626",2015-03-30,"Brot",110.288515770675,"Freitag",NA,6,6.5,29,61
"627",2015-03-31,"Brot",101.620422865145,"Montag",NA,7,6.375,35,61
"628",2015-04-01,"Brot",134.425214341545,"Donnerstag",NA,4,5,24,22
"629",2015-04-02,"Brot",269.424940927989,"Dienstag",NA,6,6.5,19,61
"630",2015-04-04,"Brot",274.149943740529,"Samstag",NA,0,8.375,11,NA
"631",2015-04-05,"Brot",102.981646842744,"Sonntag",NA,3,8.625,11,NA
"632",2015-04-06,"Brot",60.1445223461642,"Freitag",NA,0,7.75,10,NA
"633",2015-04-07,"Brot",115.651138885906,"Montag",NA,7,7.75,14,61
"634",2015-04-08,"Brot",89.8685552544395,"Donnerstag",NA,2,12,11,NA
"635",2015-04-09,"Brot",157.556996562067,"Dienstag",NA,2,11.875,7,0
"636",2015-04-10,"Brot",125.640782296666,"Mittwoch",NA,1,14.125,8,5
"637",2015-04-11,"Brot",149.471145855324,"Samstag",NA,2,16.75,14,61
"638",2015-04-12,"Brot",39.0548694183738,"Sonntag",NA,5,12.375,16,NA
"639",2015-04-13,"Brot",94.5357769724487,"Freitag",NA,4,8.875,21,61
"640",2015-04-14,"Brot",95.7358790995654,"Montag",NA,7,10.75,17,61
"641",2015-04-15,"Brot",102.93265639072,"Donnerstag",NA,0,15.5,19,5
"642",2015-04-16,"Brot",90.5282058330727,"Dienstag",NA,6,9.375,16,21
"643",2015-04-17,"Brot",91.0744308710578,"Mittwoch",NA,0,10.5,15,NA
"644",2015-04-18,"Brot",103.305896790347,"Samstag",NA,0,10.875,8,NA
"645",2015-04-19,"Brot",25.46219373912,"Sonntag",NA,0,10.125,11,NA
"646",2015-04-20,"Brot",113.238537617252,"Freitag",NA,0,14.25,9,NA
"647",2015-04-21,"Brot",121.935695795117,"Montag",NA,0,14.625,17,5
"648",2015-04-22,"Brot",115.982784302446,"Donnerstag",NA,0,12.125,7,NA
"649",2015-04-23,"Brot",109.647753246652,"Dienstag",NA,1,13.625,12,NA
"650",2015-04-24,"Brot",93.8539762667653,"Mittwoch",NA,2,13.875,9,20
"651",2015-04-25,"Brot",121.601177999412,"Samstag",NA,7,13.75,8,63
"652",2015-04-26,"Brot",71.0071270593663,"Sonntag",NA,8,7,11,61
"653",2015-04-27,"Brot",151.174833546803,"Freitag",NA,4,10.125,11,NA
"654",2015-04-28,"Brot",91.0866799976838,"Montag",NA,3,10.25,13,NA
